Latitude,Longitude
31.137146,43.897129
32.946913,41.491147
34.273017,43.711121
31.137146,43.897129
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
34.273017,43.711121
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
32.946913,41.491147
